Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order_id,Customer_id,Product_id,Shipment_id
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Fasteners,16.0,4,0.2,5.6,38383b4d-9fd3-428e-bda2-fee19fd7a5b9,9e17d033-cfe6-4757-8a24-1a1daaf9eeb4,8f2e9688-9435-48ae-97ee-c405b0e9df05,6c76a287-eae1-4101-93b8-1c3e960d574f
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Appliances,5.588,2,0.8,-15.0876,38383b4d-9fd3-428e-bda2-fee19fd7a5b9,9e17d033-cfe6-4757-8a24-1a1daaf9eeb4,1dca2f11-e5d6-478f-ada8-1bf610f3bcb4,6c76a287-eae1-4101-93b8-1c3e960d574f
Standard Class,Corporate,United States,Chicago,Illinois,60653,Central,Office Supplies,Storage,235.92,5,0.2,-44.235,38383b4d-9fd3-428e-bda2-fee19fd7a5b9,9e17d033-cfe6-4757-8a24-1a1daaf9eeb4,b1035e3a-d289-47fd-997c-678681c45782,6c76a287-eae1-4101-93b8-1c3e960d574f
Second Class,Corporate,United States,Brentwood,California,94513,West,Office Supplies,Storage,10.68,1,0.0,2.8836,10756f3e-f2df-4254-bb7c-763ee666037f,188d4354-1d93-423d-947d-7b4f097cb0f0,b1035e3a-d289-47fd-997c-678681c45782,b055da5c-1baa-4016-8f86-7966b1dcf85f
Same Day,Corporate,United States,Trenton,Michigan,48183,Central,Office Supplies,Binders,41.28,2,0.0,19.8144,88e33e6a-bab5-46be-a921-af89743819f0,6bcff7d8-1e68-4087-85f6-0c391f933f95,c1973895-6814-4ddb-bc02-1d14f62e52f9,e88f1895-7b29-43a1-8f7c-f1363922e37b
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Technology,Phones,1001.584,2,0.2,125.198,68f1cef5-8d92-4723-ad3e-8257dcc724f5,3600afaf-188a-47a5-ade4-e94cb2becf98,cc4243b2-972f-46ae-99a0-79ad1b2b02e7,561afaf7-13c5-47dc-87da-e22168510d03
Standard Class,Corporate,United States,North Charleston,South Carolina,29406,South,Furniture,Furnishings,14.76,2,0.0,4.2804,c5fc2a52-3ae4-4bcf-bdaf-c736e7201d7a,9961cbc1-9790-45a1-8aea-bc81a393c17d,a84c2a8a-3c6f-4a96-8a97-761ea48fc42c,4fb6b920-084c-4d2e-9417-fa26530f1fb5
Second Class,Consumer,United States,Columbus,Ohio,43229,East,Office Supplies,Binders,2.502,3,0.7,-2.0016,ce39f56d-31a8-439b-a09f-deccce20a9c8,a2bd0748-941d-4884-8880-07176702e469,c1973895-6814-4ddb-bc02-1d14f62e52f9,88cbf26c-171e-4a20-b98c-5d811ee4034a
Standard Class,Consumer,United States,Seattle,Washington,98103,West,Furniture,Bookcases,115.96,2,0.0,25.5112,68f1cef5-8d92-4723-ad3e-8257dcc724f5,3600afaf-188a-47a5-ade4-e94cb2becf98,1a643d48-a302-4f67-baea-ea47160533b7,561afaf7-13c5-47dc-87da-e22168510d03
Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,186.54,3,0.0,50.3658,11efbf2c-0a64-43b5-8141-65d0e153884d,7e6bff89-615d-4b1f-9bac-a4c9265da3c0,b1035e3a-d289-47fd-997c-678681c45782,d8449fc4-73fe-49c3-b34b-80e3fe869bef
Second Class,Corporate,United States,Los Angeles,California,90049,West,Technology,Accessories,159.56,4,0.0,59.0372,621b2163-d63f-4585-aee2-53f869ff7faa,5bf2d866-a87b-4305-970e-7d9b5e2bcbea,b5a6b04c-7073-437e-b60c-f9df408ee69b,047a431d-1433-42b8-a550-b2adab82b361
Standard Class,Consumer,United States,West Palm Beach,Florida,33407,South,Technology,Phones,55.984,2,0.2,4.1988,2eb1b5ae-6d89-4564-b3d2-25e9fd7d0fcd,e2e17b76-dc78-4a22-877d-420578a4b698,cc4243b2-972f-46ae-99a0-79ad1b2b02e7,241962c3-a6c1-49b7-987f-0b826719093d
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,132.16,1,0.2,9.912,c839190a-0323-43ea-8ed1-eb72ebdb0912,5f78fb76-2995-4fff-9558-26a1732e724a,b1035e3a-d289-47fd-997c-678681c45782,242b8fcc-a004-42eb-8cd8-e54f4ab9f6a6
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Binders,17.904,6,0.8,-31.332,c839190a-0323-43ea-8ed1-eb72ebdb0912,5f78fb76-2995-4fff-9558-26a1732e724a,c1973895-6814-4ddb-bc02-1d14f62e52f9,242b8fcc-a004-42eb-8cd8-e54f4ab9f6a6
Standard Class,Consumer,United States,Chicago,Illinois,60623,Central,Office Supplies,Paper,124.032,4,0.2,44.9616,c839190a-0323-43ea-8ed1-eb72ebdb0912,5f78fb76-2995-4fff-9558-26a1732e724a,efe32969-3c1a-4c37-a0ae-35295a30cbb7,242b8fcc-a004-42eb-8cd8-e54f4ab9f6a6
Standard Class,Corporate,United States,Sacramento,California,95823,West,Furniture,Chairs,1403.92,5,0.2,70.196,92f037f8-4f8b-4e55-b3e1-34811ef472f2,22283e03-10e6-4f47-9f8f-762cfae19ce6,c1501176-6208-4087-9c61-6d1d04993c21,a15ccd62-8808-4e2c-983b-ac66419a1602
Second Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Supplies,28.8,3,0.0,0.864,708bd2fb-3361-4b82-a453-0821ec171d7e,5a4f1cdf-e37b-41b7-9e4b-0b1e50e4bbdd,5d822846-ccd8-4f69-9981-0af311c352c6,48a9db99-8a2d-4c0c-a6ab-ef00cf48749b
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,24.588,2,0.7,-18.0312,3b8166c8-172d-40c5-9ad6-1f813ca3e658,7d7440e0-73af-4e4e-be00-8afc86950025,c1973895-6814-4ddb-bc02-1d14f62e52f9,515a5855-5736-45e0-8fdc-cd6cd170ad0d
Standard Class,Consumer,United States,Santa Barbara,California,93101,West,Office Supplies,Appliances,356.79,7,0.0,99.9012,f7846559-5fd0-41d1-950a-8be27d5d18b7,d5a4d2b1-0739-46a3-a94e-869a8b03c2c3,1dca2f11-e5d6-478f-ada8-1bf610f3bcb4,c6ed3341-fc3d-472e-af27-67514ab13b08
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Envelopes,16.98,1,0.0,8.49,8cb60a93-1c25-4ac2-b67a-ebe295f7afb6,002b20a2-adc2-4304-add2-10df2644c24c,3f7bebe9-c6dd-4d66-8a1e-204d4cef5663,642f0f9f-4bfb-47db-a660-05351af4315a
Second Class,Consumer,United States,Auburn,Alabama,36830,South,Office Supplies,Labels,491.55,5,0.0,240.8595,bcfe69bd-c51f-474c-9d0d-b68f5d5c8370,b1f01e2e-1218-45bc-b5a5-15813915a415,396079af-2d9a-4a5c-a4b9-c518258c4e5a,d5709587-a7a9-4d2b-b4e0-f1c134e8eda3
Second Class,Consumer,United States,Auburn,Alabama,36830,South,Office Supplies,Envelopes,7.38,2,0.0,3.3948,bcfe69bd-c51f-474c-9d0d-b68f5d5c8370,b1f01e2e-1218-45bc-b5a5-15813915a415,3f7bebe9-c6dd-4d66-8a1e-204d4cef5663,d5709587-a7a9-4d2b-b4e0-f1c134e8eda3
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,23.66,7,0.0,10.8836,449624f4-4e97-4c0c-871e-e33068007fee,23e0e27a-d2a7-41f9-ba8e-86e9ebbb3f77,efe32969-3c1a-4c37-a0ae-35295a30cbb7,f78decb3-185e-44f3-a53c-f35b4d768f37
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Bookcases,681.408,12,0.2,42.588,449624f4-4e97-4c0c-871e-e33068007fee,23e0e27a-d2a7-41f9-ba8e-86e9ebbb3f77,1a643d48-a302-4f67-baea-ea47160533b7,f78decb3-185e-44f3-a53c-f35b4d768f37
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Labels,18.9,3,0.0,8.694,56168f37-1a8b-4527-850a-c6a7dab8a49a,60ea9fdf-0813-4a78-b77a-4bdfd1c21b7f,396079af-2d9a-4a5c-a4b9-c518258c4e5a,70db6935-5f5b-4830-85e9-9ab39fff036d
Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Storage,93.68,4,0.0,25.2936,11efbf2c-0a64-43b5-8141-65d0e153884d,7e6bff89-615d-4b1f-9bac-a4c9265da3c0,b1035e3a-d289-47fd-997c-678681c45782,d8449fc4-73fe-49c3-b34b-80e3fe869bef
Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Labels,21.93,3,0.0,10.3071,11efbf2c-0a64-43b5-8141-65d0e153884d,7e6bff89-615d-4b1f-9bac-a4c9265da3c0,396079af-2d9a-4a5c-a4b9-c518258c4e5a,d8449fc4-73fe-49c3-b34b-80e3fe869bef
Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Phones,862.344,7,0.2,97.0137,11efbf2c-0a64-43b5-8141-65d0e153884d,7e6bff89-615d-4b1f-9bac-a4c9265da3c0,cc4243b2-972f-46ae-99a0-79ad1b2b02e7,d8449fc4-73fe-49c3-b34b-80e3fe869bef
Second Class,Consumer,United States,San Francisco,California,94109,West,Office Supplies,Paper,19.98,1,0.0,9.3906,11efbf2c-0a64-43b5-8141-65d0e153884d,7e6bff89-615d-4b1f-9bac-a4c9265da3c0,efe32969-3c1a-4c37-a0ae-35295a30cbb7,d8449fc4-73fe-49c3-b34b-80e3fe869bef
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,13.494,1,0.4,-2.249,4a1d603b-1abd-4165-bc4b-3480674d3f17,7f2564ed-a0be-410a-ad03-17eebf54dcbd,cc4243b2-972f-46ae-99a0-79ad1b2b02e7,8ee79050-ef9d-4285-ad6f-baadb640abb9
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Technology,Phones,23.988,2,0.4,-13.993,4a1d603b-1abd-4165-bc4b-3480674d3f17,7f2564ed-a0be-410a-ad03-17eebf54dcbd,cc4243b2-972f-46ae-99a0-79ad1b2b02e7,8ee79050-ef9d-4285-ad6f-baadb640abb9
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Furniture,Furnishings,31.984,2,0.2,1.1994,4a1d603b-1abd-4165-bc4b-3480674d3f17,7f2564ed-a0be-410a-ad03-17eebf54dcbd,a84c2a8a-3c6f-4a96-8a97-761ea48fc42c,8ee79050-ef9d-4285-ad6f-baadb640abb9
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19140,East,Office Supplies,Art,41.584,2,0.2,4.6782,4a1d603b-1abd-4165-bc4b-3480674d3f17,7f2564ed-a0be-410a-ad03-17eebf54dcbd,e1e2ad17-6d85-425e-874e-dc4ccc3118ff,8ee79050-ef9d-4285-ad6f-baadb640abb9
Second Class,Corporate,United States,El Paso,Texas,79907,Central,Technology,Accessories,95.976,3,0.2,-10.7973,a2c48186-7162-418c-955c-825cb545d5e1,f35a3e1e-56ed-4b01-a434-dae8f7b6351d,b5a6b04c-7073-437e-b60c-f9df408ee69b,e4611bc8-da0d-49c9-b73b-977381c6ff76
First Class,Home Office,United States,Chicago,Illinois,60653,Central,Furniture,Furnishings,84.272,2,0.6,-75.8448,38383b4d-9fd3-428e-bda2-fee19fd7a5b9,fe14208e-475b-4a57-a7b2-c9b2d4e48d76,a84c2a8a-3c6f-4a96-8a97-761ea48fc42c,be789a90-26f9-4b3a-a76b-5c7d26a0ae08
Same Day,Consumer,United States,El Paso,Texas,79907,Central,Office Supplies,Paper,36.544,2,0.2,11.8768,a2c48186-7162-418c-955c-825cb545d5e1,bbbfb05b-ec6e-449e-8964-28862a1884bf,efe32969-3c1a-4c37-a0ae-35295a30cbb7,04c78d12-9ffe-4694-9e1d-5623a6959d83
Standard Class,Consumer,United States,Seattle,Washington,98105,West,Technology,Accessories,479.72,4,0.0,52.7692,6fad1659-3d70-4406-b414-0bd1ea4a7281,2c517c1e-61f4-4e33-add0-2404ae3e8b4c,b5a6b04c-7073-437e-b60c-f9df408ee69b,e95b59fe-b054-4d33-a416-3214cebd5f13
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,102.368,2,0.2,37.1084,b5176502-d9d6-4a21-989f-053e1407d6eb,f54281b1-919b-4105-992f-e40e00e7c5ef,c1973895-6814-4ddb-bc02-1d14f62e52f9,fec379b9-fc5e-41cd-bd33-8293b2b24a3b
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Supplies,28.4,5,0.0,8.236,b5176502-d9d6-4a21-989f-053e1407d6eb,f54281b1-919b-4105-992f-e40e00e7c5ef,5d822846-ccd8-4f69-9981-0af311c352c6,fec379b9-fc5e-41cd-bd33-8293b2b24a3b
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Storage,713.88,4,0.0,214.164,b5176502-d9d6-4a21-989f-053e1407d6eb,f54281b1-919b-4105-992f-e40e00e7c5ef,b1035e3a-d289-47fd-997c-678681c45782,fec379b9-fc5e-41cd-bd33-8293b2b24a3b
Standard Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Paper,68.52,3,0.0,31.5192,b5176502-d9d6-4a21-989f-053e1407d6eb,f54281b1-919b-4105-992f-e40e00e7c5ef,efe32969-3c1a-4c37-a0ae-35295a30cbb7,fec379b9-fc5e-41cd-bd33-8293b2b24a3b
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Phones,623.96,5,0.2,38.9975,56168f37-1a8b-4527-850a-c6a7dab8a49a,60ea9fdf-0813-4a78-b77a-4bdfd1c21b7f,cc4243b2-972f-46ae-99a0-79ad1b2b02e7,70db6935-5f5b-4830-85e9-9ab39fff036d
Standard Class,Corporate,United States,Newark,Delaware,19711,East,Office Supplies,Binders,11.12,4,0.0,5.4488,223fcad0-9b62-4569-b56f-f6219a59fe1e,ba9447ff-708c-477b-badf-4cee49acd058,c1973895-6814-4ddb-bc02-1d14f62e52f9,343cc904-3087-493d-b5a2-0a4c1209cc27
Standard Class,Consumer,United States,New York City,New York,10011,East,Furniture,Bookcases,523.92,5,0.2,-26.196,8cb60a93-1c25-4ac2-b67a-ebe295f7afb6,a6a94c1a-bc2c-4186-9814-d7de5125455f,1a643d48-a302-4f67-baea-ea47160533b7,af0885cd-41d6-484c-b606-bd368a084051
Standard Class,Home Office,United States,Roseville,California,95661,West,Office Supplies,Fasteners,2.48,2,0.0,1.1656,43822cc1-40dd-4a9c-874f-cf796465a6f2,5a8bbe31-4b2e-40ba-9798-9bd3a3075e19,8f2e9688-9435-48ae-97ee-c405b0e9df05,05749592-197b-4d21-b04c-fd1dcf3ffdd4
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Office Supplies,Storage,221.024,2,0.2,-55.256,dfb2e6e8-4669-4087-9067-533e03f87a7e,87a1842d-bed0-4fa1-8050-79cc4668866d,b1035e3a-d289-47fd-997c-678681c45782,2b78fbef-cc21-4901-8e45-9a445b526284
Standard Class,Consumer,United States,Aurora,Illinois,60505,Central,Furniture,Chairs,128.058,3,0.3,-23.7822,dfb2e6e8-4669-4087-9067-533e03f87a7e,87a1842d-bed0-4fa1-8050-79cc4668866d,c1501176-6208-4087-9c61-6d1d04993c21,2b78fbef-cc21-4901-8e45-9a445b526284
Same Day,Home Office,United States,New York City,New York,10011,East,Office Supplies,Binders,58.408,7,0.2,18.2525,8cb60a93-1c25-4ac2-b67a-ebe295f7afb6,002b20a2-adc2-4304-add2-10df2644c24c,c1973895-6814-4ddb-bc02-1d14f62e52f9,8c136b0b-abe2-4c36-bba2-ffebfc674fff
Same Day,Home Office,United States,New York City,New York,10011,East,Furniture,Tables,79.974,3,0.4,-29.3238,8cb60a93-1c25-4ac2-b67a-ebe295f7afb6,002b20a2-adc2-4304-add2-10df2644c24c,5116f1a6-0127-4865-9bac-29823fab25ea,8c136b0b-abe2-4c36-bba2-ffebfc674fff
Standard Class,Corporate,United States,Dallas,Texas,75217,Central,Technology,Machines,479.988,2,0.4,55.9986,1a0f5538-af2c-46a5-acec-2dbcbc176d1f,6ee2f5e3-7f03-41cc-8a00-73f6d44eeab6,c4f8624f-f0bd-4cb6-8fb0-f91d78fdecd0,23501ee5-8cca-4068-a2ec-a5f9a40355d6
First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Binders,11.808,3,0.2,4.1328,a692e100-617e-45c0-b840-e99924c2beb5,3787a13a-ca78-4dab-b1a8-11814ccce536,c1973895-6814-4ddb-bc02-1d14f62e52f9,121bd7bf-8e33-4d34-8a87-5474b1a35077
First Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Binders,53.568,4,0.2,19.4184,a692e100-617e-45c0-b840-e99924c2beb5,3787a13a-ca78-4dab-b1a8-11814ccce536,c1973895-6814-4ddb-bc02-1d14f62e52f9,121bd7bf-8e33-4d34-8a87-5474b1a35077
First Class,Consumer,United States,Los Angeles,California,90008,West,Technology,Phones,503.96,5,0.2,50.396,a692e100-617e-45c0-b840-e99924c2beb5,3787a13a-ca78-4dab-b1a8-11814ccce536,cc4243b2-972f-46ae-99a0-79ad1b2b02e7,121bd7bf-8e33-4d34-8a87-5474b1a35077
Standard Class,Corporate,United States,Los Angeles,California,90004,West,Office Supplies,Envelopes,21.34,2,0.0,9.8164,ac02a915-df6e-4e8b-9ffb-631c28677302,caf332ae-cc6a-4098-a6c2-f48a71e42063,3f7bebe9-c6dd-4d66-8a1e-204d4cef5663,b0fffe16-6988-4e36-b24e-29f706621b17
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Office Supplies,Binders,36.4,5,0.0,17.108,3bda6913-8b58-404d-8203-23424a8333da,a1f6618e-cf1d-4074-b369-b5fb3304f0a7,c1973895-6814-4ddb-bc02-1d14f62e52f9,dd5572fa-23b0-47b3-9dfc-7605a2e80a8b
Standard Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Furnishings,51.75,1,0.0,15.525,3bda6913-8b58-404d-8203-23424a8333da,a1f6618e-cf1d-4074-b369-b5fb3304f0a7,a84c2a8a-3c6f-4a96-8a97-761ea48fc42c,dd5572fa-23b0-47b3-9dfc-7605a2e80a8b
Second Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Storage,15.51,1,0.0,4.3428,d1a13403-3f0c-498a-873a-8c89b87dc2c6,92b7a73c-6dac-4c70-9cb2-7bcf938e73a8,b1035e3a-d289-47fd-997c-678681c45782,c462e9dd-ec99-49ef-9ff5-21baf608fc76
Second Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,146.82,3,0.0,73.41,d1a13403-3f0c-498a-873a-8c89b87dc2c6,92b7a73c-6dac-4c70-9cb2-7bcf938e73a8,efe32969-3c1a-4c37-a0ae-35295a30cbb7,c462e9dd-ec99-49ef-9ff5-21baf608fc76
Second Class,Home Office,United States,San Francisco,California,94110,West,Office Supplies,Paper,12.96,2,0.0,6.2208,d1a13403-3f0c-498a-873a-8c89b87dc2c6,92b7a73c-6dac-4c70-9cb2-7bcf938e73a8,efe32969-3c1a-4c37-a0ae-35295a30cbb7,c462e9dd-ec99-49ef-9ff5-21baf608fc76
Same Day,Home Office,United States,Riverside,California,92503,West,Office Supplies,Art,7.8,3,0.0,2.106,e4aaf5d1-8a4d-4fd1-84ae-e76b30ef5f89,61910703-82a9-42e1-afbc-57083712812b,e1e2ad17-6d85-425e-874e-dc4ccc3118ff,eeb184c7-addf-4cf4-92aa-88426a4aa7f6
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Envelopes,10.2,5,0.0,4.794,4bcf3d8e-6dd4-41ae-a470-b36125826b8e,7eb99cd3-e860-421e-9346-fda2261a7c67,3f7bebe9-c6dd-4d66-8a1e-204d4cef5663,1d8cc3be-c65a-4557-b977-378fd1c4da5d
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Art,22.32,3,0.0,5.58,4bcf3d8e-6dd4-41ae-a470-b36125826b8e,7eb99cd3-e860-421e-9346-fda2261a7c67,e1e2ad17-6d85-425e-874e-dc4ccc3118ff,1d8cc3be-c65a-4557-b977-378fd1c4da5d
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,24.1,5,0.0,11.086,4bcf3d8e-6dd4-41ae-a470-b36125826b8e,7eb99cd3-e860-421e-9346-fda2261a7c67,c1973895-6814-4ddb-bc02-1d14f62e52f9,1d8cc3be-c65a-4557-b977-378fd1c4da5d
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Technology,Accessories,75.98,2,0.0,18.2352,4bcf3d8e-6dd4-41ae-a470-b36125826b8e,7eb99cd3-e860-421e-9346-fda2261a7c67,b5a6b04c-7073-437e-b60c-f9df408ee69b,1d8cc3be-c65a-4557-b977-378fd1c4da5d
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,6.46,2,0.0,3.1654,4bcf3d8e-6dd4-41ae-a470-b36125826b8e,7eb99cd3-e860-421e-9346-fda2261a7c67,c1973895-6814-4ddb-bc02-1d14f62e52f9,1d8cc3be-c65a-4557-b977-378fd1c4da5d
Second Class,Corporate,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,60.12,9,0.0,28.8576,4bcf3d8e-6dd4-41ae-a470-b36125826b8e,7eb99cd3-e860-421e-9346-fda2261a7c67,efe32969-3c1a-4c37-a0ae-35295a30cbb7,1d8cc3be-c65a-4557-b977-378fd1c4da5d
Second Class,Corporate,United States,New York City,New York,10011,East,Technology,Phones,824.97,3,0.0,214.4922,8cb60a93-1c25-4ac2-b67a-ebe295f7afb6,d3ebb28f-10be-4e4a-9d4f-ce941db4be8e,cc4243b2-972f-46ae-99a0-79ad1b2b02e7,dd002679-4153-481c-9979-d2cc556afbaa
Second Class,Consumer,United States,Longview,Washington,98632,West,Furniture,Furnishings,24.85,5,0.0,7.7035,b6f683a3-4d03-4576-bf45-0b995642be7a,045c39f6-f3b0-45a7-a22a-5ed2ed38c2c2,a84c2a8a-3c6f-4a96-8a97-761ea48fc42c,7ccb45b0-c804-4fc7-be52-c8815595abdf
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Storage,12.624,2,0.2,-2.5248,73b4eae9-128b-405a-8d61-fb3e092c3404,6f9de031-6639-4069-adf6-271aa746f5c6,b1035e3a-d289-47fd-997c-678681c45782,f4d198ce-7c45-4782-bd88-02b6a5af3132
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Technology,Accessories,89.584,2,0.2,4.4792,73b4eae9-128b-405a-8d61-fb3e092c3404,6f9de031-6639-4069-adf6-271aa746f5c6,b5a6b04c-7073-437e-b60c-f9df408ee69b,f4d198ce-7c45-4782-bd88-02b6a5af3132
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Technology,Phones,471.92,2,0.2,29.495,73b4eae9-128b-405a-8d61-fb3e092c3404,6f9de031-6639-4069-adf6-271aa746f5c6,cc4243b2-972f-46ae-99a0-79ad1b2b02e7,f4d198ce-7c45-4782-bd88-02b6a5af3132
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,18.18,4,0.7,-13.938,73b4eae9-128b-405a-8d61-fb3e092c3404,6f9de031-6639-4069-adf6-271aa746f5c6,c1973895-6814-4ddb-bc02-1d14f62e52f9,f4d198ce-7c45-4782-bd88-02b6a5af3132
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Art,31.744,2,0.2,8.3328,fe118c49-253b-4b6e-9b9e-8aeb9bc44743,2538e499-35cd-4fd3-8add-d5a3af589df5,e1e2ad17-6d85-425e-874e-dc4ccc3118ff,4bbbe09b-fd5f-4321-b06d-f16dfb90d08a
Standard Class,Corporate,United States,Gilbert,Arizona,85234,West,Office Supplies,Labels,5.904,2,0.2,1.9926,31d1107d-f44a-4d32-92f9-2f2f9e91f328,418c621b-8374-45f1-bfd0-5f43920b1511,396079af-2d9a-4a5c-a4b9-c518258c4e5a,1aa75a2f-59d0-4264-8930-5b7d36156e45
Standard Class,Corporate,United States,Gilbert,Arizona,85234,West,Furniture,Furnishings,621.76,4,0.2,46.632,31d1107d-f44a-4d32-92f9-2f2f9e91f328,418c621b-8374-45f1-bfd0-5f43920b1511,a84c2a8a-3c6f-4a96-8a97-761ea48fc42c,1aa75a2f-59d0-4264-8930-5b7d36156e45
First Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Technology,Phones,59.98,2,0.0,17.994,30313151-593d-4385-bd0a-5e742668c9f0,8ac8f140-687a-495d-94c1-0a6030ab1594,cc4243b2-972f-46ae-99a0-79ad1b2b02e7,b4f11046-6c38-4aea-904c-d16c2e45531d
Second Class,Consumer,United States,Atlanta,Georgia,30318,South,Office Supplies,Paper,48.87,9,0.0,23.9463,8eb41e9e-d259-4129-b90d-df9f36ec5532,5bb9c4a5-50b1-42b4-8598-6e748aca60c4,efe32969-3c1a-4c37-a0ae-35295a30cbb7,97922edb-8c0b-40bc-85c6-0d15fb0804e2
Standard Class,Consumer,United States,Los Angeles,California,90036,West,Office Supplies,Paper,154.9,5,0.0,69.705,6bcd80da-a1fb-4ff7-852a-7ef5d4f27fb7,cc0c9c9a-6ce6-4de6-9760-0d6ff8686d73,efe32969-3c1a-4c37-a0ae-35295a30cbb7,fa111922-07a5-46c8-ba75-71bb04c9e562
First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Fasteners,5.92,4,0.0,2.8416,5cc7576a-d45c-4804-8638-9db9f84be245,7b9a9c7b-0ce8-49b9-9fc1-ce4c9a1981c4,8f2e9688-9435-48ae-97ee-c405b0e9df05,af21b52a-38d5-4d38-832a-675db2e98a0b
First Class,Corporate,United States,New York City,New York,10024,East,Office Supplies,Paper,30.18,3,0.0,13.8828,5cc7576a-d45c-4804-8638-9db9f84be245,7b9a9c7b-0ce8-49b9-9fc1-ce4c9a1981c4,efe32969-3c1a-4c37-a0ae-35295a30cbb7,af21b52a-38d5-4d38-832a-675db2e98a0b
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,24.1,5,0.0,11.086,806435c0-c7df-44f0-bb0c-872b4f483699,897acff7-c834-46e3-8c24-182b7c057a4b,c1973895-6814-4ddb-bc02-1d14f62e52f9,09d50c0a-a6af-4867-a19a-2f36caf18eeb
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Technology,Phones,8.78,1,0.0,2.2828,806435c0-c7df-44f0-bb0c-872b4f483699,897acff7-c834-46e3-8c24-182b7c057a4b,cc4243b2-972f-46ae-99a0-79ad1b2b02e7,09d50c0a-a6af-4867-a19a-2f36caf18eeb
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Appliances,376.74,4,0.1,71.162,806435c0-c7df-44f0-bb0c-872b4f483699,897acff7-c834-46e3-8c24-182b7c057a4b,1dca2f11-e5d6-478f-ada8-1bf610f3bcb4,09d50c0a-a6af-4867-a19a-2f36caf18eeb
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Binders,29.52,4,0.0,14.4648,806435c0-c7df-44f0-bb0c-872b4f483699,897acff7-c834-46e3-8c24-182b7c057a4b,c1973895-6814-4ddb-bc02-1d14f62e52f9,09d50c0a-a6af-4867-a19a-2f36caf18eeb
Standard Class,Consumer,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,11.96,2,0.0,2.99,806435c0-c7df-44f0-bb0c-872b4f483699,897acff7-c834-46e3-8c24-182b7c057a4b,e1e2ad17-6d85-425e-874e-dc4ccc3118ff,09d50c0a-a6af-4867-a19a-2f36caf18eeb
